Comment,Likes,Time,Author
setuju,0,2 bulan yang lalu,@asephidayat1071
"tni akan memiliki double job. pendapatan dari sana dapet dari sini juga dapet. so otomatis itu akan mengambil jatah posisi kerja rakyat, rakyat yg harusnya kerja jadi gk kerja.. artinya penganguran akan menjadi jadi. apa anda paham?",0,2 bulan yang lalu,@Namasayasiapa-ya
"​ @Namasayasiapa-ya JANGAN PADA BERISIK AH... 
NIKMATIN & JOGETIN AJA PRESIDEN PILIHANMU BRO... 
OKE GAS, OKE GAS... 🤪😜",0,2 bulan yang lalu,@MotiGo_VinoByan
 @MotiGo_VinoByan  gua golput ᕦ( ᐛ )ᕡ,0,2 bulan yang lalu,@Namasayasiapa-ya
"Skrg ini Indonesia udh darurat bandit,bajingan, preman, preman berkedok ormas, perampok, begal.Smoga aja TNI bisa mnghabisi smua itu.",0,2 bulan yang lalu,@dedenindra140
Cemerlang Prabowo mudah mudahan ini jalan terbaik karna TNI juga banyak yang nganggur,1,2 bulan yang lalu,@JahariLampung
"Lah ini baru contoh yg jelas.
Cuma yg di takutkan jika oknumnya terlalu banyak.
Entar malah kita kembali ke zaman orde baru.
Tahu sendiri sepak terjang mereka.
Sekarang saja kasus bermunculan dan sadis..

Tapi kalau bener"" membantu/melindungi masyarakat sih syukur.",0,2 bulan yang lalu,@ZaeniBrebes
Jika ruu disahkan mafia dan koruptor susah,0,2 bulan yang lalu,@AJd-ii3jz
"Owalah seperti itu bagus juga , kalo ga mau TNI bekerja kasi mahasiswa aja yg nganggur bisa kali dari pada bengong",0,2 bulan yang lalu (diedit),@AnakKecil72
Banyak buruknya..,0,2 bulan yang lalu,@guruh1231
Lagu sukani knpa tni tdk membantu utuk ancaman dr polisi nakal,0,2 bulan yang lalu,@AfinNas
"Awas bbc nanti dikirimin kepalaa godzila loh , jangan tajem2 min !",0,2 bulan yang lalu,@Noname95-lc7di
Orang mah aktifin  Petrus brantas preman. Klo kyak gini malah rakyat jdi takut lbih takut dr coklat,0,2 bulan yang lalu,@IndraWijayakusuma-d3r
"Satu kata RAKUS""

Haus jabatan, Sarat Kepentingan para ELIT Negeri.

Rakayat dianggap Sampah saja.

Welcome 1998😢😢",0,2 bulan yang lalu,@manglanmanglan9090
"Selain potensi dwi fungsi abri 
Potensi lain 
1.suap untk jabatan 
2.korupsi demi perpanjangan jabatan 
3.korupsi terasa aman ada backing TNI 
4.korupsi aman karena masuk ke peradilan Militer bukan peradilan umum 
5.KPK, BPK,POLISI,JAKSA  tidak bisa periksa 😅😅😅
(Ini yg paling mantap)karena masuk ranah peradilan militer 

Sampai sini paham???? 
Gw malah kasian bhabinsa di desa2 yg di manfaatkan mulu tp hak nya di embat dan gak berani ngmong",0,2 bulan yang lalu (diedit),@andirejeki8508
"Lihat dong isinya apanya yang mengganggu kalian jangan kehasut para koruptor lah, yang ada bukan membahayakan sipil tapi membahayakan koruptor. 

Tambahan : - kementrian kelautan dan perikanan
- badan nasional penanggulangan bencana
- badan penanggulangan terorisme
- kejaksaan agung
- badan nasional pengelolaan perbatadan. 

Dari Poin di atas yang di takuti koruptor itu kejaksaan agung, mereka takut jika yang menjabat susah untuk di ajak kerja dama maka merekalah yang bakal di sikat.",0,2 bulan yang lalu,@luisPardede-v8e
"RUANG SUAP TERBUKA 
1.ASIMILASI NARAPIDANA 
2.RESTORATIF JUSTICE 
3.TNI DI JABATAN SIPIL 

TAPI YANG HEBAT TNI 
CONTOH KORUPSI BASARNAS 
VONISNYA BERAPA? D PENGADILAN MILITER 😅😅
JAKSA, HAKIM,PELAKU TENTARA 
MANA MUNGKIN ADIL 😅😅😅",0,2 bulan yang lalu,@andirejeki8508
"DAMPAK NYA SIMPEL 
MEMBUKA RUANG SUAP 
ARTINYA KALO ELU MAU MENJABAT DISANA, ELU MESTI SETOR KE GW.... 

KALO MAU LAMA MENJABAT DSANA, YA WAJIB SETOR JG😅😅😅 

NAH YANG UDAH MENJABAT YA WAJIB KORUPSI 😅😅😅 

INI RUMUS SAPI PERAH PADA ATURAN JABATAN",1,2 bulan yang lalu,@andirejeki8508
"Tentara luar negri tertawa 😂, mereka di sibukan latihan perang sedangkan Tentara kita di sibukan nanam padi di sawah😂. Hadehhh",0,2 bulan yang lalu,@Akbarpelautindonesia
"Sebenarnya sudahjelas,tapi masih dipilih",0,2 bulan yang lalu,@aldenafriandi4060
"Mantapnya punya presiden mantan TNI, pak prabowo benar 2 harus otoriter krna negara ini sudah rusak, susah diatur, susah diajak kerjasama, susah untuk maju. 100% setuju revisi uud TNI ini. sibaju coklat sudah tak sanggup lgi mengamankan masyarakatnya",0,2 bulan yang lalu,@ahmadependi2402
"KEBANYAKAN OKNUM. oknum penembak pemilik rental mobil, daaan buwanyak lagi. uda paling bener damkar.",0,2 bulan yang lalu,@Bima_Di
Janggal nya knpa tdk melakukan tni utuk mnangkap serta menghukum mati bgi koropsi,0,2 bulan yang lalu,@AfinNas
Positip insya ALLAH,0,2 bulan yang lalu,@pribumi1003
Adanya tni janggal sbb gunung emas dipinfakan ke amirika sja tdk berpendpat mnekan yg logis utu mjaga kekayaan alamnya ..yg hrusnya utuk kesejahtraan rakyatnya,0,2 bulan yang lalu,@AfinNas
"memang benar, nilainya 11/100 saja🤣🤣🤣",0,2 bulan yang lalu,@Hunter-vk2wu
Adanya tni klo janji akan mjatuhkan polisi yg mayoritas nakal memeras rakyat mresahkan rakyat sbb membela yg melanggar dgn bayar  bayar ...,0,2 bulan yang lalu,@AfinNas
Selama Korupsi berkurang Drastis gw dukung... 🎉,3,2 bulan yang lalu,@GustiSyafi
Asah otak sampah kalian wahay sdm indonesia,0,2 bulan yang lalu,@galeriexe1329
"Melindungi dan menyelamatkan WNI...., Mengatasi masalah narkoba yang dulu dihandle polisi, gw harap sih TNI ga ky polisi",0,2 bulan yang lalu,@galeriexe1329
Menurut gw sih tambahan jobdesk dan jenis lembaga kementrian yg ditambahkannya juga sesuai dgn TNI. Enggak ada ancaman buat masyarakat sipil.,0,2 bulan yang lalu,@galeriexe1329
"Menurut saya mah gak papah lah kagok edan. Sekalian Militer nanti ada yang jadi pedagang jadi kuli bangunan jadi pegawai indomaret jadi tukang becak jadi tukang parkir. Nah biar sipil nanti yg bawa senjata bawa tank bawa pesawat tempur,",0,2 bulan yang lalu,@JajapersTv
Hukum rimba nantinya,0,2 bulan yang lalu,@SamsungS-mi3yq
Apakah tni akan melawan kesejahtraan rakyatnya atau utuk megantikan polisi yg sedang mayoritas rusak meresakan rakyat,0,2 bulan yang lalu (diedit),@AfinNas
Lapangan kerja yang dibutuhkan warga sipil bukan lapangan kerja buat yg sdh bekerja,0,2 bulan yang lalu,@ILoveBaniAlawiyyin
Bravo T N I😊,0,2 bulan yang lalu,@mamawayan2889
MANTAP... TOLAK UU TNI SAAT INI.,0,2 bulan yang lalu,@hanifzaidansinaga4369
"Kalo sampe dijajah amerika atau china, masih saja menyalahkan rakyat.",0,2 bulan yang lalu,@user-zz6xv3dn9y
NKRi bubar !,0,2 bulan yang lalu,@hercowi
"Setuju biar negara dipegang TNI ,biar negara aman , gak banyak orang sipil yg berebut kekuasaan, memperkaya diri sendiri, gak ada cinta sama negara dan rakyat, politikus2 hanyalah tikus2 negara, merampok dan memelaratkan rakyat, sudah terlihat setelah era reformasi hingga sekarang bukti nyata bahwa sipil yg memegang kendali negara malah ancur, beda jaman orde lama, TNI berperan aktiv, negara aman, rakyat sejahtera, korupsi dan maling2 gak ada, ngapain gak setuju, kalau aku ya setuju banget",0,2 bulan yang lalu,@videolucu9591
"Saya rasa RUU ini ada dampak baiknya juga, karena nama TNI yang dekat dengan rakyat, selama ini rakyat percaya akan semboyan bersama rakyat TNI kuat, di sisi lain banyak orang berharap perbaikan dan merefisi undang2 agar semakin baik tapi setelah refisi dilakukan masih ada yang kritik tanpa memahami UU yg di refisi dan di demo padahal belum merasakan hal yang buruk dari kebijakan, gak usah ada perbaikan kalau begitu...",0,2 bulan yang lalu,@adycreativedesign
Semoga cepat terwujud,0,2 bulan yang lalu,@konsulphone9767
Ada yg kangen era pak harto katanya klo sy jujur klo harga barang sembako spti era pak harto monggo ajaaa biarin negara yg punya hutang yg pnting rakyat sejahtera…,0,2 bulan yang lalu,@KadekHendra-e5y
0:57  ini yang paling pasti nya.,0,2 bulan yang lalu,@Hantulaut_86
"selamat pemilih gemoy. 
tanggung lah dosa2x mereka nanti nya",0,2 bulan yang lalu,@Hantulaut_86
"Kalo liat beberapa rincian yang disampaikan disini masih oke sih asal nggak ada turunannya.

Yang aneh dinegara ini kenapa UU perampasan aset dan pembuktian terbalik tidak di sahkan😇

Reformasi gagal, revolusi belum cukup dewasa",0,2 bulan yang lalu,@rockqhul9319
Lihat kedepanya pasti ada baiknya,0,2 bulan yang lalu,@Rianjaniyt
"Jangkan sampai indonesia jd junta meliter Miyanmar, karna aparat di bebaskan berpolitik",0,2 bulan yang lalu,@Katon-v7x
"Mantap RUU TNI....., untuk memberantas tikus2 yg merusak lumbung padi.....,",0,2 bulan yang lalu,@gamerl9484
Suka2 mereka ajh dah mau di bawak ke mana ga ada gunanya juga rata2 elit politik di negri ini tidak ada yg bsa di percaya,0,2 bulan yang lalu,@tiknotikno3669
Popor dulu aturan kemudian,0,2 bulan yang lalu,@tatik8160
pilih lagi jogetin aja😂 puas,0,2 bulan yang lalu,@rizkisaputra8144
Setuju jika TNI ada dalam lingkup sipil. ❤,0,2 bulan yang lalu,@respublica.istoria
"TNI INGIN MASUK RANAH SIPIL,,BUKAN MILITER LAGI...TP KENAPA YA KETIKA TNI TERSANGKUT MASALAH SELALU BILANG KAMI PUNYA PERADILAN SENDIRI KAMI BKN SIPIL PERADILAN KAMI PERADILAN MILITER,, KPK JG TIDAK BISA PERIKSA TNI KLO ADA INDIKASI KORUPSI...😂😂😂😂",6,2 bulan yang lalu (diedit),@ciwong1380
Oh jadi gitu sipil kerjanya,0,2 bulan yang lalu,@garudaindonesia5191
"Jika masuknya TNI ke sipil bisa menghapus Korupsi, mungkin ada baiknya, tapi harus di batasi,,",0,2 bulan yang lalu,@mochamadthoyyib7826
"Manusia ya manusia, sampai kapanpun manusia tak bisa menghindar dari yang namanya dosa.mau itu tni yg jadi pejabat negara atau warga sipil yg jadi pejabat negara,kalau mereka ridak mendekatkan hati sama tuhan ya pastinya ujung ujungnya korupsi.karena manusia itu sendiri adalah dosa,dosa yang di turunkan dari adam,dosa yg suda ada sejak masi dalam kandungan,dosa yg mengklaim karena kita manusia adalah hina dan kotor.jika ingin bersih maka jiwa dan raga ini harus di serahkan kepada tuhan 100%.
Jadi bukan karena warga sipil yg menduduki posisi2 penting makanya banyak korupsi,mau itu tni pun jika godaan datang saat hatimu nga ada tuhan ya kegigit lah umpan godaan itu😂😂😂",0,2 bulan yang lalu,@nakayoung8747
Blunder besar Prabowo diawal karir nya....,0,2 bulan yang lalu,@JohnCommander-i4b
"Selamat sekarang sudah disahkan , semoga kita sebagai warga baik-baik saja",0,2 bulan yang lalu (diedit),@tanahborneo6402
Uud penyitaan aset aja di kebut untuk memiskinkan koruptor...uu tni ndk berdampak siknivikan ke perekonomian Indonesia,0,2 bulan yang lalu,@arief-z2e
Cukup 1priode aja,0,2 bulan yang lalu,@AriGunawan-dv6xy
ada pengaruh besar dari presiden,0,2 bulan yang lalu,@julios17studio
Oke gas oke gass.. makan tu pilihanmu,0,2 bulan yang lalu,@vendetta8744
innalillahi wa inna ilaihi rojiun,2,2 bulan yang lalu,@galihelins6947
"Ruu tni gak akan ada efek apa apa kok..karena media sosial sekarang sudah kenceng,,
Beda jaman pak harto,,media di bungkam..",0,2 bulan yang lalu,@BanyuWira-o2l
Masyarakat ya semakin aman.,0,2 bulan yang lalu,@ReyAndreano
"yg koar2 ""HIDUPKAN PETRUS KEMBALI"" tp ini bukan tentang petrus, melainkan lebih tertata dan agak sopan. do'a kalian sendiri lho itu",0,2 bulan yang lalu (diedit),@setarachannelpurbayansans6460
"Ya ikut i saja, siapa tau bisa pressing ormas meresahkan dan kriminalitas yg lain",0,2 bulan yang lalu,@setarachannelpurbayansans6460
"Lah pantes banyak yang nganggur, temen gw ada yg gak lolos pns, jir ternyata ini penyebabnya",0,2 bulan yang lalu,@Krisnayoga-zi7ou
"POLRI KEBAKARAN JENGGOT
😃😁😃",0,2 bulan yang lalu,@blasterMind20
Makanya baca UUD biar tidak goblok,0,2 bulan yang lalu,@setajamsilet3694
Nanti diperiksa Korut katanya 😂😂,0,2 bulan yang lalu,@TrisnaWira
"""mreka yg PILIH wowo ikut andil dalam meruntuhkan DEMOKRASI di negara ini",0,2 bulan yang lalu,@RiyanRiski-jj2nw
"Kenapa gue ga pernah pilih Wowo, kalo presiden ex. TNI akan mengulang jaman ORBA mirip mertuanya dahulu sipil akan DIGESER kembali negara dipimpin oleh para DIKTATOR.",0,2 bulan yang lalu (diedit),@lutfiab
"mungkin TNI kurang kegiatan,,, bagaimana kalau Indonesia menjajah malaysia saja, supaya TNI ada kegiatan😂😂😂😂😂😂",0,2 bulan yang lalu,@firdausnozula
negara kacau balau,0,2 bulan yang lalu,@Ganteng9787
Saya setuju UU tni. Harusnya dari dulu. Biar negara maju,0,2 bulan yang lalu,@LeoWijaya-k1j
ekonomi hancur...liat myanmar korea utara,0,2 bulan yang lalu,@jangkrik-v9i
Maksudnya biar yg baju coklat gak ada saingan..,0,2 bulan yang lalu,@Thewander-z2j
"Sehat² buat Presiden dan para pejabat yang mengesahkan UU TNI. Sehat² juga buat Letkol Teddy. Semoga dijauhkan dari segala sakit penyakit, konsekuensi dosa, dll. Selamat bertambah kaya dan makmur para pejabat negeri Indonesia.",0,2 bulan yang lalu,@nielsenkansil
"Bubarkan DPR, tolak UU TNI.... semangat Mahasiswa",0,2 bulan yang lalu,@BangsaKu-g5e
Bisa2 kaya Myanmar.. serem,0,2 bulan yang lalu,@pyuzeko8369
"Rakyat sipil jadi gak bisa ngelawan kalo tni masuk ke sektor yang harusnya untuk warga sipil, karena kalo mau protes, pasti diancam jekerasan bahkan di todongkan senpi",0,2 bulan yang lalu,@abikibiw
Se7,0,2 bulan yang lalu,@SlametwijiRiyanto
"Nyatanya kehidupan bangsa ini masih nyaman,aman,dan tentram di era ORDE BARU.setelah runtuhnya orba banyak pejabat yg cm pintar ngomong.Hasilnya bangsa ini sudah terpeeosok jauh dalam kehancuran di berbagai aspek",0,2 bulan yang lalu,@mediapartnerku
"TNI ambil alih KPK lebih pas, langsung tanggap dan cekatan membasmi koruptor. Bravo TNI🔥",0,2 bulan yang lalu,@herdinarif2052
Hegemoni TNI diatas warga sipil... seperti era zaman Orba,0,2 bulan yang lalu,@HendraHendra-d2g
"Kita akan berurusan dengan camat, lurah, kepala dinas"" Bupati.. Yang memegang senapan laras panjang.. Begitu juga KPK/JAKSA ketika melakukan  OTT terhadap mereka harus perang dulu seperti film""cartel.",0,2 bulan yang lalu (diedit),@ulatbulunaikdaun6797
Pada takut sama TNI.. biasanya yang korupsi masal itu yang takut dengan TNI,0,2 bulan yang lalu,@elishifter7995
Baru 2 hari di sahkan Tempo sudah di teror dengan kepala babi😂,0,2 bulan yang lalu,@muhammaddiki8391
"I think we're cooked, bros. Idk what will become of Indonesia in the foreseeable future...",0,2 bulan yang lalu,@7NrG
Kami sebagai rakyat sipil setuju UU TNI.. kami mendukung..,0,2 bulan yang lalu,@mayaditoyb1420
"Gausahlah dikasih oportuniti menjalankan pekerjaan lain, yang namanya tentara ya tujuannya melindungi rakyat Dan negara, fokus aja pada bidang pertahanan",0,2 bulan yang lalu,@siapahayo2143
Gpp lah.. indonesia jaman dwifungsi bisa menghasilkan tokoh hebat mcm habbibie tp jaman sipil berkuasa malah melempem..,0,2 bulan yang lalu,@Khalqullahthenth
"Dibahas juga dong, rakyat sipil bisa jadi komandan di TNI 😂",0,2 bulan yang lalu,@RadenVijaya
"Secara tidak sadar, supremasi sipil akan mati..",0,2 bulan yang lalu,@PandomUrip_Channel
"Di 𝘿О𝘙𝐴𝟽𝟳 saya menemukan kesempatan, dari penjaja es kelapa jadi pemilik usaha makanan.",0,2 bulan yang lalu,@Addisonwt2rd
Tim mawar di tersebar di seluruh Indonesia,0,2 bulan yang lalu,@dayakflores3266
"Mantap betul main di 𝐷𝘖Я𝐴𝟳𝟩, cuan terus menerus!",0,2 bulan yang lalu,@Adelineeit1i
"Bermain di 𝘋𝙀𝐖A𝐷𝐎𝑅A membantu saya bertransformasi, dari pengantar koran jadi pemilik media.",0,2 bulan yang lalu,@Adam1wfd1
Semoga rezeki dari DО𝐑𝐴𝟩𝟳 membawa keberuntungan!,0,2 bulan yang lalu,@Adawiyahtafra
"Di 𝐷𝐄𝘞ADOR𝐴 saya menemukan peluang, dari pengantar roti jadi pemilik bakery.",0,2 bulan yang lalu,@Agus1211r
"Aku lagi coba-coba, eh malah dapet jakpot! Kamu juga bisa, loh, di D𝐸𝙒А𝐷ОЯA!",0,2 bulan yang lalu,@Afganawaff
Hasil dari 𝐃𝐎𝐑𝐴7𝟽 membuktikan saya bisa beranjak dari penjaja es kelapa jadi pengusaha.,0,2 bulan yang lalu,@Agustinaa11er
"Melalui 𝘿EW𝘈𝘋O𝙍𝐴 saya bertransformasi, dari tukang bakso menjadi pemilik restoran.",0,2 bulan yang lalu,@Agustirwr2r
"Di 𝘿𝐸𝙒A𝘿ORА saya menemukan peluang, dari penjual bakso jadi bos restoran.",0,2 bulan yang lalu,@Agungw2ere
"Teman-teman pada menang, aku juga ikutan coba, dan akhirnya dapet jakpot di DO𝙍𝘈𝟳𝟽!",0,2 bulan yang lalu,@Affanfwire
Setuju. TNI masuk di jabatan sipil. Krna jabatan sipil sekrang bnyak maling maling nya . Anggaran gk ada yg jelas. Dg ada nya tni masuk minimal bisa menjadi momok bagi maling maling duit negara. Harapan kita hnya satu indonesia yg traspran .dana masuk tepat sasaran . Yg menghimpun masa untuk demo tolak revisi ini kn kelakuan maling maling yg takut terungkap kedok mereka,0,2 bulan yang lalu,@Yudis-o8p
baguslah ada tni yang takut itu yang niatnya nyelenah,0,2 bulan yang lalu,@Sepatuboot-oe6mq
Negara miskin banyak drama,0,2 bulan yang lalu,@XerylV
"Sing sukur hirup teh lah .. leheung pemerintan ayna mah ,,daripada pemerintah pas banteng nu nyekeul ,,.. Boro"" menta perampasan aset di tewakan ge eunte ,,komo jang buruh mah uu omnibuslaw umr ge naek 30 rebu tina sataun 😂😂",0,2 bulan yang lalu,@arisanugrah1222
Setuju,0,2 bulan yang lalu,@habibiaidilakbar8578
😂😂 buzzer ya?,1,2 bulan yang lalu,@nafis-d2m
"pak prabowo yg terhormat 
masyarat memlihmu karna mrka yakin kamu akan merbah indonesia lebih maju dan menyetarakan negara kita menjadi negra trbaik bebas dri kemiskinan... tetapi bapak malah menyetarakan tentara untuk hidup di lingkungan sipil.. ckup ltih tentramu dgn baik pak untuk kesipilan itu sdh ada bagian nya..",65,2 bulan yang lalu,@AisyahArora
Wallahi we're finished😭😭😭,1,2 bulan yang lalu,@BangDaily
Ini indonesia makin kental kearah komunis kayaknya,1,2 bulan yang lalu,@endychan5461
Akibat salah pilih presiden,0,2 bulan yang lalu,@bandarsegalanya9027
INDONESIA GELAP buat kita yg rendahan,0,2 bulan yang lalu,@mr.horizon14
Siapakan diri kalian untuk di intimidasi dan di siksa,1,2 bulan yang lalu,@mr.horizon14
"Lebih baik dikuasai TNI biar yang banyak bacot pada diam,bikin bising telinga.",1,2 bulan yang lalu,@Sthepenwardan
Sipil rata2 mnfaatkan jbtan dan wewenang.bhkn sipil 75% krjaanny cm korupsi,1,2 bulan yang lalu,@RezaMaulana-j6r
Sipil banyak korupsi nya....udah bener pake TNI,1,2 bulan yang lalu,@bakwoennamikaze380
Klian aja yg swrakah dan ktakutan.ko bisa bilng kekerasan..,1,2 bulan yang lalu,@RezaMaulana-j6r
Harusnya para jendral TNI netral tidak boleh sampai terjadi TNI berhadapan dengan rakyatnya. Kembali ke prinsip TNI dari rakyat kembali ke rakyat.,0,2 bulan yang lalu,@farizreindrachannel1149
Turunkan DPR!! yg kalian wakili bukan rakyat tapi oligarki,0,2 bulan yang lalu,@gansart.pamungkas9848
"apa yang perlu di takutin.
bukanya kemarin""banyak yang mau balikin dwi fungsi abri lagi😁.
gua mah ga mau ambil pusing ikut ngurusin hal hal kek gini.
positiv thingking aja😊",0,2 bulan yang lalu,@amindwiyanzoro1234
Presidenya siapa nih negara kok makin kacau,0,2 bulan yang lalu,@ahmadsubehi26
"""Wallahi were finished"" akan menjadi kata² yang akan melekat di kita sampai... Gak tau kapan kayaknya negara ini udah terlalu gelap bahkan matahari cuman kayak cahaya redup yang tidak menerangkan 
apapun 🥲🌚

Selamat jalan Indonesia emas 2045 😢😔😞🇮🇩",0,2 bulan yang lalu,@DreanTheAnimator
Lama* ancur prabowo ini,0,2 bulan yang lalu,@syafirasyifa5570
"Klo aparat lain, sejahtera bisa menempati bidang lain, knp TNI tdk bisa , hrs adil dong",1,2 bulan yang lalu,@uussuhendi3781
Kalau TNI sy setuju aja dh. Ketimbang sipil2 & si coklat ga jelas banyak korupnya.,1,2 bulan yang lalu,@kokolakokola4931
Udahlah...intinya kepentingan...mengekang rakyat,0,2 bulan yang lalu,@cupangtarung7808
Klo buru2 .. spertinya ada kepentingan tertentu,0,2 bulan yang lalu,@ferdausalamsyah1600
"hati2 kita bicara takutnya adanya provokasi pihak lain atau asing  yang tdk bertanggung jawab untuk melemahkan TNI kita ,, pak Probowo sdh baik  & Lebih tahu dari kita",9,2 bulan yang lalu,@amrullah1943
​ @amrullah1943 asli gak?,1,2 bulan yang lalu,@ahmadhanifgaming5719
​ @amrullah1943 pengen ketawa baca ya 😂,2,2 bulan yang lalu,@robiamdestrimulyana1745
Akhirnya nyesel sendiri kan pilih prabowo?. Pikirannya sih cm PENGEN makan siang Gratis. Taunya yg dapet anak2 Dan bbrp dapet basi Dan g layak makan. Pas debat calon presiden ngapain AJA sih? Yapping ga jelas. Argumennya banyak yg blunder. Senyam senyum. Ga Tau ngomong apa yg penting ngomong. Makan tuh nyesel,5,2 bulan yang lalu,@mon1tor409
"NIKMATIN AJA BANG PRESIDEN PILIHAN LU & JOGETIN AJA
OKE GAS.... OKE GAS... 😜🤪",4,2 bulan yang lalu,@MotiGo_VinoByan
​ @mon1tor409 yah maklum bang SDM rendah yg ptg kita kenyang hari ini. Ga mikirin masa depan bangsa indonesia,0,2 bulan yang lalu,@MotiGo_VinoByan
​ @amrullah1943  jogetin aja bang presiden pilihan lu itu. Oke gas... Oke gas... 😜🤪,3,2 bulan yang lalu (diedit),@MotiGo_VinoByan
"Itulah Negara kita,  org pintar tersingkir ​ @mon1tor409 ",0,2 bulan yang lalu,@Mutiaradunia772
​ @MotiGo_VinoByan 😂😂😂😂,1,2 bulan yang lalu,@cihushooter423
cih jd elo yg hancurin ni bangsa?,1,2 bulan yang lalu,@joeamstrong6068
Mending gak usah punya presiden.. Percuma punya presiden tp tatanan amburadul.. Kirain amanah ternyata. Sama aja😂😂,2,2 bulan yang lalu,@alfatihchanel7420
Terhormat??????,1,2 bulan yang lalu,@TUHAN-q1z
"Lebih mending tentara yang ngurus sim dll daripada polisi lebih korup, seharusnya polisi menjaga keamanan bukan adminstrasi, dan tentara dikasih kerjaan biar nga nganggur dan dapat pengalaman manajemen",0,2 bulan yang lalu,@777arksMa77_RGM
Disini masih banyak anak abah,1,2 bulan yang lalu,@cebabolong7121
"Program sesi debat prabowo kan jelas.. apa pada gx nyerna saat prabowo bicara di podium yg akan mensejahterakan TNI..?

Kalian ajalah pemilih yg blo*** nnn....",0,2 bulan yang lalu,@sugifajar0301
Anda paham gk hasil RUU nya?,1,2 bulan yang lalu,@Gnrto
​ @amrullah1943 kalo ada isu selalu aja dikaitin sama asing. Ini kapan otak lu bisa maju? Kapan lu bisa merasa merdeka kalo opini lu aja digiring yg diatas.,0,2 bulan yang lalu,@deriyalsrg9926
"​ @mon1tor409 prabowo itu cerdas,, ganjar dungu,,anis munafik",0,2 bulan yang lalu,@SatriaAji-dd9mj
Lepas dari jokowi terbitlah penerusnya hahahah apa yang anda pikirkan warga 58% ??,0,2 bulan yang lalu,@jejakbanvespa6495
"​ @777arksMa77_RGM ...ORA nyambung,sampean pernh ditlang yah.....rasain, derita loe😅",0,2 bulan yang lalu,@Reptor888-h3s
Presiden Omon Omon 😂,1,2 bulan yang lalu,@sebastiangiovinco2871
"Aku memang tdk ikut andil dlm pemilu tp pas tahu pak prabowo menang, aku hnya brhrap dia bisa lbh baik dalm arti dia bisa lebh tegas tdk seperti pak joko.

Tp sejauh ini sejak dilantiknya, jujur pesimis klo ini negara akan baik² aja apalgi maju, jln di tempat jg keknya ngos²an",0,2 bulan yang lalu,@MuhammadMiftahudin-i7t
"ngapain demokrasi trs kalau cuma omon omon, biarkan petrus kembali. sikat preman ormas ormas gak jelas 🎉🎉",0,2 bulan yang lalu,@bcchannel6826
"Kayaknya ini ngikutin alur dinasty/orde baru.
Pengin menguasai seluruh elemen di indo",1,2 bulan yang lalu,@ZaeniBrebes
"Tentara cukup judi sabung ayam aja,, makan gaji buta",1,2 bulan yang lalu,@radenkiansantang-fv6tn
"Hati2, pihak asing tak suka kita maju,,,",0,2 bulan yang lalu,@dikapermana-d2j
Rakyat memilih mu karena BANSOS. Titik.,0,2 bulan yang lalu,@HanryKumala
"masyarakat mana yang pilih prabowo?

prabowo dipilih oleh JOKOWI mba bukan oleh masyarakat",1,2 bulan yang lalu,@orang_biasa-z3n
​ @ahmadhanifgaming5719 yg asli yg ada badaknya 😂😂,0,2 bulan yang lalu,@TrisnaWira
makanan basi yg disalahkan pemerintah . Tanya yg di bawah ( Dinas terkait).,0,2 bulan yang lalu,@AhmadYani-up4wd
" @AisyahArora  saya memilih prabowo karena bansos. Itu saja sih. Sekarang bansosnya sudah jadi tahj, tinggal nikmatin kerusakannya.",0,2 bulan yang lalu,@HanryKumala
Bersyukur saya tidak memilih beliau.,0,2 bulan yang lalu,@ivyzwu2072
​ @amrullah1943  lagi meninabobokan masyarakat 🤫,0,2 bulan yang lalu,@Usersinar-wt3lu
 @cebabolong7121 g ada anak abah. Yg g liat masalahnya matanya buta hatinya ketutup,0,2 bulan yang lalu,@Handleit-q6y
" @bcchannel6826 ormas nanti jadi senjata gantiin petrus. Skrng aja ormas udh di bayar buat adu domba rakyat ngakak 🤣. Cek di jabar umkm dipalakin ormas bareng2, pemerintah malah bilang udah tradisi, demo kmrn ormas bantu polisi. 

Hahahah ngakak siapa yg bakal bantu masyarakat selain suruh bayar sempak mereka",0,2 bulan yang lalu,@Handleit-q6y
trus gimana kasus korupsi Pertamina. redup,0,2 bulan yang lalu,@kamaliyamuncar4657
Bagus  adanya kehadiran tni d tengah  masarakat karna akhir2 ini banyak kominis yg  menyusup yg di setir oleh orang asing. Dgn adanya tni di masarakat ruang gerak kominis semakin sempit masarakat harus pintar yah ingat sewaktu pemerintahan jokowi banyak para tokoh agama terbunuh oleh orang kominis alasan orang gila padahal jelas2 kominis sekarang insa alloh aman. Klu ada oknum tni kan ada hukum yg mengatur  ga usah repot. Yg jelas Indonesia ini lg di ancam kominis tpi sekarang temanya beda. Kita harus pintar2.,0,2 bulan yang lalu,@TaftaZani-x3t
Mati gue ☠️💀,0,2 bulan yang lalu,@TaninbanCrafchanel
Kalau begitu berarti nanti polri bisa gak ada y..??,0,2 bulan yang lalu,@Garuda87R
Sakkarepmu wooo woo rusak aja negara tinggal pengadilan jalanan,0,2 bulan yang lalu,@MuchlasBagus-ei1zb
